TQ,DPQ,C,OU,DI,DFT,DFO,RD
0,0,3,0,60,7,9,53
0,3,3,1,16,1,1,13
1,2,4,2,20,3,2,16
3,4,2,4,2,0,2,2
0,4,2,2,3,0,1,1
3,4,4,2,14,4,2,8
0,3,1,3,2,0,1,2
3,1,0,3,16,12,2,4
0,4,2,2,9,1,6,8
0,4,2,4,16,1,15,15
0,0,4,0,81,11,13,69
1,0,0,3,12,2,2,10
2,1,3,4,12,2,10,10
0,0,1,0,32,8,5,23
4,2,4,4,33,18,11,14
2,1,1,1,19,3,6,17
2,3,0,4,3,0,0,3
0,2,4,4,25,4,15,20
0,2,0,4,7,1,6,6
1,4,4,4,10,3,3,7
2,2,0,1,3,1,1,2
2,2,3,3,19,3,7,17
2,0,0,2,24,3,6,21
4,4,2,4,7,2,4,6
0,4,4,1,17,5,2,12
3,1,3,4,28,21,0,4
4,2,4,4,35,35,5,2
1,2,1,2,14,1,5,13
4,3,3,2,16,17,1,1
4,2,4,0,25,22,0,1
4,4,3,0,12,7,1,5
3,0,4,2,63,16,18,46
0,1,0,3,5,1,1,2
0,3,2,2,13,2,2,8
3,3,0,3,5,2,4,4
2,1,2,1,26,4,9,22
1,2,1,2,10,0,3,10
3,3,4,2,3,1,1,1
4,1,0,2,9,7,2,1
3,1,1,2,10,1,3,8
3,2,2,2,14,3,3,10
3,3,3,0,20,6,1,15
4,0,0,3,20,17,0,2
1,0,4,3,56,3,22,51
3,1,4,1,23,3,5,21
0,3,3,4,8,1,5,8
4,4,3,0,7,8,3,0
0,4,0,2,2,0,1,1
3,2,4,4,10,4,6,7
2,4,1,2,9,2,5,7
3,2,4,0,40,20,1,19
3,2,4,1,42,17,5,25
1,0,3,3,63,7,22,54
1,1,0,4,4,0,1,2
1,2,0,1,4,1,0,2
4,0,2,0,51,37,1,14
0,2,2,4,17,4,11,11
3,3,2,2,10,1,1,9
4,2,2,4,17,10,4,8
1,0,4,4,49,11,29,38
4,1,3,0,21,7,4,13
2,0,1,3,33,19,7,14
0,2,2,2,4,0,7,3
0,4,4,1,1,1,3,1
3,3,1,3,1,1,0,1
0,3,1,3,9,1,3,9
1,1,1,1,14,4,6,9
0,4,4,2,15,3,6,12
4,4,4,3,1,1,0,1
1,1,0,3,8,1,0,5
3,0,2,4,36,15,18,19
2,4,0,1,0,0,0,1
2,2,0,1,8,2,0,7
2,3,3,3,17,5,7,12
4,4,0,3,4,3,0,1
1,0,4,1,74,17,12,56
3,4,0,2,5,1,2,5
3,4,0,4,0,1,2,0
0,4,4,0,12,2,4,9
2,0,2,0,44,15,6,30
2,0,0,1,13,4,5,8
1,4,4,3,21,7,8,14
1,1,1,4,9,2,5,8
2,3,3,1,4,0,4,3
2,3,1,2,7,3,5,4
0,2,0,4,3,0,0,2
1,1,2,4,35,11,18,23
0,0,4,2,78,14,21,63
0,4,3,1,7,0,2,7
2,1,2,1,25,9,1,16
4,3,4,2,27,26,1,1
3,4,0,1,6,1,0,4
4,0,4,0,55,39,4,17
1,4,0,0,4,1,1,2
0,1,4,3,36,7,12,28
4,3,0,3,0,1,0,0
1,3,2,1,14,5,1,9
4,4,1,1,9,2,0,4
3,3,2,1,7,3,1,5
4,2,2,1,14,8,5,6
2,2,2,0,13,2,5,11
3,0,3,3,73,34,17,38
0,2,4,4,31,0,25,30
2,3,3,2,1,0,0,0
0,2,1,0,15,3,3,11
4,0,2,2,29,28,4,2
4,3,3,1,0,1,3,2
2,0,3,4,75,29,39,47
0,2,3,1,2,1,2,1
4,2,1,2,2,2,1,0
0,4,0,4,2,0,2,2
0,2,0,0,14,3,2,10
2,1,2,0,29,6,2,21
1,4,4,3,18,5,1,12
3,4,3,0,11,6,4,5
0,1,3,4,27,8,12,18
2,4,0,3,5,1,2,3
0,0,1,0,37,6,3,31
1,2,0,1,6,1,0,5
2,2,3,1,7,1,1,6
0,3,2,3,8,1,3,7
4,1,4,4,20,19,4,1
1,4,4,4,15,3,10,11
3,1,0,0,9,3,1,5
3,4,2,2,6,2,2,4
1,1,0,2,0,1,3,0
2,0,0,4,0,0,0,2
1,3,0,3,2,1,4,0
1,3,3,2,9,2,2,6
4,2,0,4,6,6,2,0
4,0,2,2,60,54,4,7
4,0,2,2,42,36,2,5
3,4,0,0,3,1,1,0
4,1,4,1,19,22,3,0
0,3,0,2,4,1,1,3
2,1,4,3,39,19,7,20
4,4,2,4,9,2,4,7
2,4,0,1,5,1,2,4
3,2,4,4,18,2,13,16
1,3,0,0,3,0,2,0
4,1,4,3,46,32,5,14
1,4,4,3,8,2,2,5
1,0,2,4,31,7,19,23
0,2,3,3,21,2,9,18
1,0,0,0,6,0,1,6
4,1,3,2,43,33,3,9
1,3,2,4,13,2,9,11
3,1,0,1,4,1,1,5
3,2,4,1,15,10,1,5
1,3,3,1,17,3,4,15
3,1,1,0,17,7,2,8
1,4,1,2,3,1,0,1
2,4,1,0,11,5,1,6
3,3,1,4,12,5,4,6
3,0,4,3,64,21,18,42
4,4,3,0,4,3,5,0
2,3,2,3,8,3,0,3
0,2,1,2,2,0,2,2
2,4,0,2,1,0,1,0
3,2,4,3,35,9,12,28
3,4,2,1,0,0,1,1
3,2,1,0,21,4,3,16
3,0,3,2,58,18,10,40
3,2,1,4,11,1,11,10
3,4,2,3,11,2,1,9
4,4,4,3,7,3,0,5
4,2,0,0,3,3,2,1
2,1,4,3,34,12,13,22
1,1,2,3,22,4,5,16
0,1,2,4,24,2,16,22
4,2,3,1,29,21,4,8
1,3,4,2,21,3,8,17
3,2,4,1,33,9,8,23
0,2,2,4,17,5,9,12
1,3,2,1,12,4,1,7
0,3,3,2,22,4,3,18
0,3,2,4,7,0,3,6
4,2,0,2,3,5,1,1
3,2,2,2,13,9,0,3
4,3,3,0,9,1,1,7
1,2,0,4,6,1,3,2
4,3,4,1,26,10,4,15
3,4,2,4,6,4,2,2
1,2,0,0,5,1,0,1
0,2,1,3,17,2,6,14
4,3,4,4,29,31,2,1
0,2,1,0,6,0,1,7
2,2,4,2,39,9,7,29
3,1,4,4,47,24,16,21
0,4,2,4,9,4,1,5
4,2,1,3,12,10,0,3
3,1,1,0,16,5,3,9
2,2,3,3,17,6,3,10
2,2,3,1,10,4,0,3
4,4,0,2,4,3,2,1
3,2,2,0,9,5,0,3
3,0,1,0,31,18,3,11
0,2,2,4,10,0,6,10
1,0,0,3,10,0,5,11
0,1,0,2,4,1,1,2
0,0,3,1,49,3,7,44
1,0,3,0,57,18,9,39
3,3,1,0,7,1,1,5
0,2,1,0,1,1,1,1
0,4,2,3,16,4,3,11
4,4,1,3,3,0,1,1
0,4,2,3,17,5,2,12
1,3,4,4,16,6,5,9
3,2,2,4,13,8,4,4
2,1,0,2,7,2,3,5
0,4,4,0,17,2,1,14
4,0,2,2,34,27,1,6
1,1,0,1,12,2,1,11
1,0,2,2,55,14,14,40
1,0,3,4,76,24,41,52
4,1,4,3,41,36,2,4
0,4,0,4,3,0,4,2
4,1,3,4,17,18,1,3
0,3,1,1,10,2,3,8
2,3,0,1,5,1,0,5
2,3,4,0,24,9,6,15
2,4,0,0,3,1,2,2
0,3,1,4,7,0,5,7
0,0,3,3,64,21,20,42
1,0,2,4,46,7,29,37
3,2,2,0,11,2,2,10
0,2,1,2,11,3,2,7
4,0,1,1,24,21,4,2
4,1,1,3,20,16,1,4
1,0,1,1,35,3,7,31
4,4,0,3,1,1,0,2
4,3,0,3,5,2,2,3
0,3,2,2,12,3,1,9
1,0,4,4,89,20,55,68
3,2,3,0,15,9,0,5
2,3,3,1,18,7,3,12
1,3,2,4,18,1,7,17
0,4,1,0,1,0,1,0
3,4,4,3,16,13,1,3
4,0,0,1,22,14,1,9
3,2,4,0,27,7,1,19
3,4,4,3,10,6,2,4
0,0,1,4,38,1,29,36
2,2,3,3,32,10,8,21
0,0,4,1,81,17,13,64
1,2,0,3,4,1,2,3
1,3,3,4,6,1,7,6
1,2,4,2,11,2,4,9
2,3,3,3,11,0,4,10
1,2,0,1,8,1,1,9
2,0,3,3,69,30,17,38
1,1,4,0,34,11,5,23
1,2,1,2,5,2,3,3
3,3,1,2,8,3,0,5
4,0,4,4,79,71,8,7
1,3,2,1,7,1,2,7
3,2,1,2,7,4,5,4
2,0,2,1,40,8,7,31
3,0,2,4,39,22,12,16
3,4,4,2,16,8,0,7
2,4,4,3,26,3,10,24
0,2,0,1,0,0,1,0
0,1,0,1,11,2,5,9
2,2,3,4,0,1,1,1
1,3,0,0,5,0,1,4
2,1,4,3,47,10,15,36
0,3,1,2,10,1,1,10
3,0,2,2,49,22,11,28
0,4,1,4,6,1,4,5
2,1,2,3,14,4,8,8
3,3,4,1,11,7,2,4
0,2,2,0,12,2,0,9
2,3,3,4,23,10,9,14
0,4,2,4,12,1,8,11
3,2,4,1,25,16,1,7
4,2,4,3,18,10,1,7
4,3,0,0,2,2,0,1
2,0,4,1,79,29,10,51
4,0,2,2,34,26,4,6
4,0,4,2,72,61,0,11
0,3,0,4,5,1,3,4
1,0,1,0,27,9,0,18
0,3,2,0,16,3,2,13
0,2,4,4,7,1,5,5
4,4,2,4,8,9,0,0
4,2,0,3,1,1,1,0
1,1,0,2,5,1,2,4
0,0,1,1,36,9,5,26
2,0,1,1,32,18,4,14
3,4,4,2,14,2,4,13
0,1,3,1,17,3,4,14
2,4,3,3,11,5,3,6
1,4,1,2,5,1,2,4
0,2,3,2,27,4,5,23
3,1,0,0,15,4,5,10
3,4,1,4,5,0,2,6
4,3,2,0,9,7,4,3
2,2,0,2,6,2,0,3
0,2,2,3,24,0,8,24
3,4,3,1,10,3,0,9
4,3,4,2,23,23,4,1
3,3,0,2,6,3,1,3
3,3,0,2,3,1,0,2
1,4,0,0,1,1,0,3
0,3,1,4,17,0,14,17
2,1,3,1,36,8,9,29
1,4,0,0,2,2,3,2
3,4,0,1,5,2,3,2
4,1,2,2,39,44,1,2
2,4,1,1,0,0,1,1
2,2,1,1,9,1,3,8
4,3,1,4,12,12,1,0
1,0,1,3,40,8,15,31
0,2,3,0,9,4,0,5
1,4,3,2,16,5,5,10
0,4,1,3,8,1,1,6
4,3,0,4,4,4,1,0
1,2,3,2,3,1,1,1
0,4,3,2,16,1,6,12
3,1,1,4,14,5,7,8
4,3,2,3,4,1,1,2
4,2,2,1,8,9,3,1
4,1,3,2,38,30,2,7
2,2,2,3,16,6,1,8
0,2,0,4,0,0,0,0
4,0,3,2,47,48,2,0
4,2,1,0,11,10,3,0
1,1,0,4,5,1,4,3
1,2,1,2,9,2,1,6
3,0,4,1,67,35,7,31
3,3,2,3,8,4,3,5
2,1,3,0,37,4,5,33
0,2,3,0,33,4,3,29
0,1,4,2,44,7,11,34
0,1,1,0,25,3,3,22
4,2,4,2,28,24,4,4
1,0,3,2,61,11,23,51
2,1,3,0,49,17,3,32
3,2,3,0,26,11,4,14
4,2,0,2,8,3,1,4
2,1,1,1,21,7,5,15
0,1,0,3,3,1,2,0
1,2,0,0,2,1,0,0
4,2,2,0,12,18,4,0
3,3,2,2,1,0,3,1
4,2,2,2,27,11,4,14
1,2,4,4,13,1,12,13
4,0,4,1,103,91,1,12
3,2,2,4,8,2,5,6
1,4,3,0,9,0,2,8
0,3,1,2,6,1,1,2
1,3,0,1,8,2,2,6
1,4,2,3,8,2,1,5
4,4,4,3,23,16,1,7
3,3,0,1,3,2,1,0
4,0,4,1,75,73,0,2
4,1,3,1,29,23,2,5
1,1,0,4,9,2,6,8
4,2,1,4,1,1,4,2
0,0,2,3,55,12,19,40
2,1,3,3,42,20,10,20
1,0,3,4,71,11,49,59
0,2,4,3,16,3,1,12
2,0,4,0,70,32,8,36
2,2,1,4,1,1,0,0
3,3,3,1,13,8,2,4
2,4,4,1,24,7,4,16
1,2,3,2,40,14,8,27
4,4,4,4,24,21,2,2
1,1,0,4,6,0,1,6
3,1,4,4,59,24,29,34
1,2,4,2,26,3,6,21
2,4,4,2,9,3,0,6
1,3,1,0,8,3,1,4
2,4,4,2,5,3,3,1
0,3,4,0,31,7,5,24
0,2,1,1,14,1,4,14
1,0,3,1,59,12,10,46
0,3,2,0,15,4,2,11
4,2,0,3,1,0,4,1
2,1,1,3,10,4,2,5
0,2,1,2,19,3,5,16
4,2,0,4,2,2,4,1
0,2,4,0,24,2,5,22
4,0,4,1,78,62,2,15
2,3,4,3,15,5,4,10
1,3,2,3,5,1,1,4
1,1,0,4,6,1,4,5
3,4,3,1,11,4,4,7
1,2,1,1,12,2,2,8
0,0,1,1,36,4,8,33
1,2,3,3,16,3,7,14
2,4,2,4,8,2,0,4
0,3,4,1,9,1,3,7
0,3,0,0,7,1,5,6
2,3,4,3,20,6,3,15
0,0,1,2,43,10,11,33
4,0,0,0,20,25,5,1
3,1,4,0,40,19,1,21
3,2,4,4,8,0,9,8
1,0,3,2,73,20,18,52
3,4,4,4,25,11,11,13
1,2,2,4,13,3,8,10
3,2,2,4,11,2,7,9
4,2,0,3,5,1,1,3
4,4,4,2,3,4,1,0
1,3,0,0,1,0,1,1
1,0,2,2,39,3,11,37
1,1,2,4,18,3,8,14
0,2,4,1,28,8,0,20
3,1,4,1,27,18,0,6
1,1,3,4,28,9,16,19
4,0,4,3,75,62,6,12
4,4,4,4,4,5,3,1
0,1,3,3,33,6,14,27
3,2,0,1,2,0,0,2
1,0,0,1,21,7,4,12
2,0,1,0,8,2,2,7
1,4,0,1,2,0,2,2
1,0,1,1,43,4,11,37
3,3,0,1,2,0,2,2
3,4,4,3,5,3,3,3
1,1,0,2,4,0,1,4
2,2,1,2,8,2,3,6
0,0,4,4,73,13,53,61
0,4,2,4,5,0,5,5
0,3,3,2,19,3,3,15
3,3,0,4,3,1,4,2
4,0,0,0,9,5,0,4
4,4,2,4,11,9,2,3
4,0,3,1,38,32,2,5
4,1,4,3,36,34,0,2
4,4,1,2,7,9,3,1
4,1,4,2,37,35,2,2
3,2,3,3,31,16,7,15
3,0,0,4,12,6,4,5
2,0,4,4,86,34,42,50
1,2,1,0,5,0,0,3
3,3,0,1,7,2,2,5
0,1,2,3,14,3,5,11
2,1,4,3,23,5,10,19
0,0,2,4,45,7,31,36
3,3,1,0,8,4,0,2
2,3,0,2,1,1,2,0
2,3,0,1,2,0,2,1
1,3,4,3,34,10,9,23
3,3,1,3,5,4,1,2
1,3,0,2,4,0,1,3
2,4,1,4,3,0,3,4
1,2,4,2,29,5,6,24
2,0,0,2,24,2,7,22
0,4,3,3,11,0,1,11
4,0,0,3,14,14,6,2
4,2,4,2,13,7,2,3
2,3,0,3,5,1,2,3
4,3,3,3,31,18,4,12
1,0,0,1,0,1,1,0
1,4,3,4,1,1,0,0
0,3,1,3,1,1,1,0
0,1,2,1,15,2,3,13
2,1,1,2,23,7,4,16
3,2,1,2,3,1,0,1
2,3,3,0,21,7,3,13
2,0,1,2,41,2,13,38
4,2,2,4,34,24,10,11
2,3,2,4,15,0,8,14
4,3,3,3,13,11,4,2
3,1,1,1,20,21,3,0
2,4,2,2,10,1,3,9
2,1,0,1,1,1,3,2
2,2,1,4,2,0,5,2
0,0,2,1,53,12,10,40
0,1,0,1,11,2,1,9
1,0,4,3,77,20,24,58
0,4,2,3,20,3,6,18
1,4,3,3,8,3,7,3
1,1,0,4,16,2,11,14
0,1,2,1,49,5,9,42
3,2,1,2,3,1,4,1
4,0,0,2,17,19,1,1
0,0,3,0,72,15,10,56
4,4,1,1,6,5,1,3
2,1,3,1,26,7,2,19
4,3,3,2,22,18,3,3
0,0,4,0,74,8,11,66
3,1,3,0,34,11,3,23
1,1,2,4,27,5,16,22
4,1,0,4,10,5,6,4
1,1,2,0,22,10,3,12
1,0,0,2,29,4,8,23
1,1,1,3,23,2,8,20
1,3,2,0,20,4,1,15
4,1,4,1,40,43,0,0
4,3,3,1,7,5,1,2
0,3,0,4,1,1,2,1
4,3,2,2,10,9,4,1
4,4,1,1,2,1,2,1
0,1,1,3,17,1,8,17
4,3,2,0,29,23,2,5
2,2,0,2,10,1,4,9
2,2,2,0,4,1,2,1
4,2,3,1,17,17,3,1
0,1,3,0,32,4,5,28
1,2,1,1,7,1,1,5
0,4,2,0,11,3,3,7
3,3,2,1,10,4,4,6
0,3,3,2,20,4,4,15
1,4,1,0,9,2,0,4
4,3,1,3,12,8,0,4
4,0,3,2,66,52,4,13
4,3,3,4,13,10,4,2
0,2,1,1,15,4,0,10
3,2,0,3,7,2,2,6
0,3,4,2,10,1,0,9
3,0,0,4,16,6,10,8
2,0,1,2,42,23,4,17
0,2,0,3,4,0,1,2
0,4,0,0,4,1,2,2
0,1,0,0,7,0,4,6
2,1,4,3,45,8,17,38
0,4,0,3,2,1,0,0
1,0,0,0,19,3,1,15
4,3,1,3,11,12,1,3
1,4,4,3,25,5,12,21
1,3,3,0,36,9,2,26
4,1,4,4,11,6,4,6
3,3,4,0,4,1,1,1
4,1,3,2,9,5,2,3
0,2,2,2,16,5,1,10
3,4,1,2,7,4,0,4
1,4,0,4,2,1,5,2
0,3,0,4,5,0,4,7
2,3,0,2,6,1,4,4
3,1,3,2,15,7,5,9
1,4,2,0,3,0,2,3
2,0,0,3,13,3,2,9
0,2,2,1,25,1,4,22
4,4,2,4,0,1,0,1
3,2,4,0,28,13,0,13
0,1,3,1,13,3,1,11
2,3,3,3,0,0,2,0
1,3,3,0,23,6,3,16
0,2,0,3,6,1,4,4
0,4,4,4,13,3,6,8
3,0,1,1,30,16,3,13
2,0,1,2,28,8,7,19
0,3,2,3,1,0,1,1
2,0,1,2,21,7,4,13
1,3,3,1,20,2,3,16
0,2,2,2,14,5,1,10
2,3,3,1,11,3,1,9
1,4,3,1,1,2,1,2
3,2,2,3,17,9,5,8
1,4,4,2,19,6,3,12
3,0,1,2,34,11,9,22
4,2,3,3,27,17,7,12
2,1,1,1,25,11,6,14
1,4,3,1,7,3,3,3
4,2,0,0,6,6,2,0
0,1,1,0,19,5,2,13
4,2,2,0,17,21,3,1
0,1,4,3,30,4,11,25
2,3,3,4,21,7,11,15
0,3,3,3,22,5,11,18
0,2,3,1,18,5,2,12
4,0,1,1,44,39,1,4
0,2,0,1,9,1,0,8
1,0,4,0,89,15,16,75
4,4,0,1,3,5,0,1
3,4,3,3,14,11,2,4
2,0,3,2,61,9,19,51
1,0,4,2,67,16,20,53
4,2,2,2,18,11,1,6
3,1,4,3,23,14,7,9
4,2,3,4,24,16,11,9
1,0,4,2,70,14,17,55
0,1,0,2,0,0,2,1
1,1,2,0,29,8,3,20
3,3,4,1,36,15,6,20
4,3,4,2,25,31,3,1
1,4,4,0,27,7,5,18
2,2,1,3,3,0,3,2
2,3,1,2,11,3,0,8
1,3,4,4,25,8,11,15
0,4,2,3,8,2,4,5
1,4,3,2,14,1,8,11
0,2,2,2,21,5,6,16
2,0,2,3,43,18,8,23
4,3,0,4,3,2,1,0
4,0,2,2,43,37,1,6
3,3,4,2,13,7,3,6
2,2,4,0,30,6,1,23
3,3,3,0,1,0,2,1
4,1,3,0,18,16,2,0
0,1,2,2,22,4,4,17
4,2,0,0,3,3,2,0
2,4,2,1,15,5,5,10
0,0,4,1,79,17,13,61
2,0,4,1,66,17,10,49
1,1,3,1,38,11,2,27
1,0,4,3,85,16,31,68
1,4,2,1,14,0,3,13
0,4,2,0,15,1,3,14
3,2,0,1,3,1,3,1
1,3,4,3,30,6,10,24
2,0,3,3,50,14,18,37
1,3,1,0,10,1,0,8
1,4,0,4,5,1,3,5
3,0,0,3,11,2,2,7
1,0,3,3,54,10,20,43
1,1,3,0,37,15,4,22
4,1,4,0,28,19,0,8
0,2,1,0,10,2,4,9
0,2,2,4,0,1,3,0
4,4,1,2,5,7,0,1
2,0,1,4,35,17,10,17
2,2,4,0,5,1,2,3
1,3,4,2,31,4,7,26
2,1,3,2,27,2,8,25
4,3,1,4,1,0,2,0
0,4,1,3,12,3,0,7
2,2,4,0,13,3,0,11
1,1,2,0,43,3,7,39
2,2,4,1,27,14,3,10
3,0,3,4,43,19,16,22
0,0,4,3,73,14,25,59
1,2,2,0,2,0,0,2
0,3,1,3,4,1,0,2
2,0,1,3,31,7,9,24
3,2,2,2,5,2,0,3
2,1,2,2,19,11,4,9
1,3,1,4,12,1,10,11
3,4,3,0,13,6,2,7
4,1,1,4,15,17,1,0
3,0,3,0,43,19,6,23
4,2,3,1,21,11,0,9
2,2,3,1,29,2,3,26
2,3,1,0,3,1,3,4
1,0,4,3,83,16,28,67
3,3,1,3,8,3,3,5
3,0,0,3,9,4,0,5
2,2,3,0,10,1,1,7
4,3,4,1,3,1,3,1
3,4,2,2,8,5,1,4
1,2,3,3,15,3,3,12
2,0,1,1,31,10,9,21
2,3,0,4,4,1,5,2
1,0,0,1,3,1,3,3
0,4,3,1,10,4,3,7
3,4,2,0,13,3,2,9
1,4,2,2,16,2,3,13
0,0,2,4,43,9,28,33
4,4,0,3,4,5,1,0
0,4,2,0,5,0,3,2
4,2,0,2,5,3,3,1
0,1,1,2,8,1,1,6
3,0,2,1,43,24,7,17
2,4,2,4,11,4,5,7
4,2,2,1,11,13,1,3
4,4,1,3,6,6,2,2
2,0,1,0,13,4,1,8
2,2,0,3,2,1,3,0
0,0,2,1,40,1,9,38
3,2,0,0,8,5,2,4
0,3,0,4,0,0,2,0
3,4,0,4,3,0,2,2
1,2,2,2,21,8,3,12
3,2,3,2,12,3,3,8
2,4,3,1,10,2,4,5
3,4,3,0,9,2,0,6
3,4,4,0,3,1,0,1
0,0,4,1,83,20,12,62
4,4,1,2,6,9,1,1
1,0,4,3,93,17,32,74
4,1,4,4,30,31,1,0
3,4,0,4,1,1,1,3
4,4,4,4,10,10,3,2
0,1,1,3,10,1,2,6
3,0,1,4,37,6,25,31
1,0,2,1,45,11,9,32
1,4,0,0,1,1,5,1
0,1,0,3,3,0,3,2
4,3,0,1,4,4,5,0
2,0,0,3,23,3,8,20
3,1,1,4,29,6,17,23
4,1,0,1,6,4,2,1
0,0,3,2,49,2,14,46
4,1,3,4,16,14,3,1
1,2,1,3,0,1,2,1
4,3,3,4,25,24,1,1
1,3,0,4,0,0,1,0
0,3,1,4,11,2,6,8
0,2,1,3,12,1,5,12
1,0,3,3,67,17,21,51
1,3,3,0,12,2,0,9
3,3,2,1,12,7,2,5
1,4,2,0,14,4,1,9
2,0,3,4,59,20,31,37
4,1,1,0,28,30,4,1
2,0,1,1,32,2,9,31
2,2,1,0,10,2,2,7
0,2,0,0,7,1,0,7
0,4,2,3,14,3,3,11
0,2,1,1,2,0,3,0
3,0,1,3,54,16,14,38
0,1,3,0,26,2,3,24
1,0,3,3,58,13,21,43
1,3,4,4,22,3,14,18
0,0,3,3,72,23,18,48
4,3,1,1,8,7,0,1
3,4,1,4,10,6,6,4
2,4,3,3,11,2,5,10
3,2,3,0,23,17,1,6
0,4,1,1,7,1,1,4
3,2,2,2,16,3,7,12
4,3,3,2,20,14,0,6
3,1,1,1,13,5,4,7
4,2,2,0,16,6,2,11
1,2,1,4,3,1,3,3
0,1,1,3,20,6,8,14
0,4,2,1,12,2,3,10
4,3,4,0,16,15,1,0
0,4,1,2,8,2,3,6
2,3,2,2,11,6,0,3
0,2,0,4,8,1,7,7
4,2,0,3,3,3,3,0
2,2,1,4,10,3,6,6
1,2,1,3,15,3,2,10
2,1,2,2,23,11,2,11
2,4,1,0,6,2,0,2
3,1,0,0,2,0,6,0
3,1,3,4,17,8,7,9
0,3,2,1,11,2,4,8
1,4,2,0,2,0,0,1
4,4,0,4,1,0,2,1
0,4,3,3,21,5,8,16
2,2,1,2,5,1,2,4
1,1,3,2,42,6,11,36
0,1,4,4,54,9,40,46
3,2,3,4,11,6,4,5
0,1,2,4,24,6,13,17
4,1,0,0,14,10,0,4
4,1,4,3,43,39,2,4
2,2,4,1,25,4,3,22
3,0,4,0,73,44,8,27
1,1,2,1,34,9,7,26
3,3,0,2,0,0,0,1
0,3,0,1,8,1,3,5
2,1,4,2,46,17,7,28
3,3,2,0,6,1,2,6
0,2,2,4,2,1,2,1
1,2,3,4,31,9,20,22
3,2,2,1,21,0,5,21
0,0,0,4,14,2,6,11
1,2,2,2,14,3,3,11
0,1,1,0,18,4,0,14
1,4,1,2,4,1,1,2
1,1,2,1,11,0,2,12
2,0,3,4,60,15,35,44
2,3,2,2,5,3,0,1
1,2,1,4,10,1,7,6
3,2,0,4,5,3,1,1
2,0,3,1,57,16,7,42
1,4,3,0,6,1,0,5
3,0,4,3,73,32,17,39
1,4,2,3,12,3,2,8
2,0,4,3,78,32,22,46
2,0,0,1,13,4,0,9
2,3,4,3,22,1,12,21
3,3,3,2,6,3,0,2
4,2,0,4,2,0,0,0
0,0,4,2,74,11,23,61
3,2,3,2,15,5,2,10
2,2,0,4,6,2,2,2
2,0,2,2,42,14,11,28
0,2,3,0,56,17,5,38
4,2,2,4,15,22,1,2
1,0,4,1,56,6,13,49
0,2,1,1,11,0,2,10
3,0,0,0,11,7,0,3
2,0,4,2,62,20,13,41
3,3,1,4,10,4,7,6
3,3,3,1,18,14,0,4
3,4,2,3,10,3,2,7
3,1,0,3,6,4,1,2
1,0,3,3,67,24,21,43
2,0,3,2,73,30,9,45
3,3,4,3,22,9,1,14
3,3,4,4,17,4,11,13
4,4,3,0,8,6,1,0
2,0,4,2,78,15,18,62
4,1,4,4,27,25,2,3
3,0,2,2,40,16,10,26
0,2,4,0,40,6,8,35
4,2,4,4,16,15,2,1
4,2,4,4,4,5,0,0
2,4,3,2,9,5,4,4
4,3,0,4,3,0,0,3
4,0,4,2,80,66,9,15
1,1,2,2,24,4,6,21
4,0,0,3,8,8,0,0
1,1,0,3,8,2,4,6
3,4,0,1,3,0,0,2
1,1,0,2,5,2,2,1
2,3,2,3,11,2,2,8
0,1,1,1,21,3,5,19
2,3,1,0,6,2,0,3
1,3,4,0,6,0,0,5
4,4,4,0,14,7,6,7
2,0,4,4,67,25,33,42
0,1,2,1,29,2,10,29
1,4,3,3,10,2,4,7
0,2,1,1,7,0,0,6
4,3,1,0,6,5,3,0
1,0,2,1,45,7,10,38
2,4,4,2,11,2,3,10
4,2,3,0,10,9,1,2
3,2,0,1,8,3,0,4
2,2,1,0,13,3,2,9
1,0,1,4,30,8,17,22
0,1,1,2,16,3,4,13
1,4,3,0,13,4,1,10
2,2,2,2,12,6,1,7
2,1,0,1,10,2,6,10
1,3,2,4,16,2,6,13
2,0,3,3,78,24,23,53
2,2,0,2,5,1,2,4
0,0,2,4,37,8,29,30
2,2,2,1,17,4,1,13
0,0,4,2,101,15,21,85
1,3,0,1,4,1,1,3
4,3,2,3,6,3,5,1
2,3,4,1,24,9,4,15
1,1,3,1,45,8,9,37
4,3,2,2,10,12,2,0
3,4,0,3,4,1,4,4
1,0,4,2,86,20,22,66
3,2,2,3,12,7,2,5
2,0,4,0,88,33,12,55
2,0,0,1,19,6,6,14
2,4,0,4,3,1,2,0
1,4,1,3,12,4,1,9
1,0,0,3,17,3,6,12
3,4,2,2,15,10,2,5
2,0,3,2,50,16,9,33
3,0,3,0,84,40,7,44
4,0,4,0,63,56,4,7
2,4,1,4,9,2,2,5
1,4,3,4,18,4,10,13
3,0,4,4,64,23,29,41
3,2,4,0,27,9,5,18
3,1,3,0,26,10,3,15
4,4,0,0,0,0,2,1
2,1,3,0,35,11,4,25
0,1,1,4,13,3,5,11
1,3,2,4,10,1,3,8
4,3,0,4,6,1,3,3
2,2,4,3,21,6,5,14
1,1,2,2,39,12,10,26
0,4,1,1,3,0,1,1
0,3,4,2,9,2,3,8
1,4,4,3,21,5,7,16
0,4,2,0,9,1,1,8
0,1,2,1,14,2,2,11
4,2,4,1,7,8,0,0
4,1,1,0,10,4,1,7
3,3,1,3,5,5,1,0
3,4,0,0,1,1,5,1
1,3,0,3,6,1,1,4
1,1,4,1,32,7,5,24
1,1,2,2,5,0,0,2
2,3,1,4,2,0,2,1
2,0,4,0,68,15,8,51
